order_id,order_date,customer_id,customer_name,email,customer_segment,region,state,city,signup_date,product_id,category,product_name,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit_amount,payment_method,sales_channel,order_status
ORD-003883,2024-04-14,CUST-01555,Alexandra Vaughan,timothyrobertson@example.net,Consumer,Midwest,Ohio,South Alexanderborough,2022-07-01,PROD-008,Clothing,Women's Jeans,2,61.61,0.0,123.22,79.15,44.07,Credit Card,Online,Completed
ORD-004990,2024-04-14,CUST-01289,Samantha Price,castilloalec@example.org,Consumer,South,Texas,Brandonhaven,2020-02-15,PROD-001,Electronics,Laptop,1,869.24,0.0,869.24,457.69,411.55,Debit Card,Store,Completed
ORD-005648,2024-04-14,CUST-01961,Kevin Smith,perkinsjeffrey@example.net,Consumer,West,Oregon,West Emilyton,2020-11-06,PROD-001,Electronics,Laptop,1,913.11,0.0,913.11,565.68,347.43,Credit Card,Online,Completed
ORD-005675,2024-04-14,CUST-02001,Jack Montoya,gerald40@example.net,Corporate,West,Nevada,East Davidberg,2022-07-31,PROD-005,Home & Kitchen,Air Fryer,3,113.11,0.0,339.33,180.79,158.54,Gift Card,Store,Completed
ORD-006279,2024-04-14,CUST-01479,Brian Perez,michaelholmes@example.org,Corporate,Northeast,Massachusetts,East John,2022-05-30,PROD-008,Clothing,Women's Jeans,1,55.88,0.05,53.09,37.08,16.01,Debit Card,Online,Completed
ORD-006373,2024-04-14,CUST-01213,Sarah Berry,stevensmichael@example.org,Consumer,South,Florida,Port Jessica,2020-08-03,PROD-012,Sports & Outdoors,Yoga Mat,2,27.65,0.1,49.77,28.31,21.46,Credit Card,Online,Completed
ORD-006791,2024-04-14,CUST-02059,James Love,jmedina@example.com,Consumer,Midwest,Ohio,West Davidfurt,2021-08-16,PROD-003,Electronics,Wireless Headphones,2,126.48,0.1,227.66,126.32,101.34,PayPal,Online,Completed
ORD-007186,2024-04-14,CUST-00232,Carol Adams,ynorman@example.org,Consumer,South,Texas,Armstrongmouth,2021-03-20,PROD-003,Electronics,Wireless Headphones,1,119.91,0.0,119.91,77.17,42.74,Credit Card,Online,Completed
ORD-007979,2024-04-14,CUST-01912,Brittany Miller,rgibson@example.net,Consumer,Northeast,Massachusetts,West Taramouth,2020-09-19,PROD-010,Beauty,Skin Care Set,1,52.24,0.05,49.63,34.14,15.49,Debit Card,Online,Completed
ORD-008286,2024-04-14,CUST-02373,Robert Keith,jennifer54@example.org,Consumer,West,Oregon,Port Angelaport,2020-08-21,PROD-001,Electronics,Laptop,1,905.05,0.1,814.54,541.38,273.16,Credit Card,Online,Completed
ORD-008331,2024-04-14,CUST-00017,Dennis Cooper PhD,cisnerosanthony@example.com,Consumer,Northeast,Massachusetts,South Shannonfurt,2022-02-22,PROD-002,Electronics,Smartphone,2,731.38,0.0,1462.76,712.55,750.21,Credit Card,Store,Completed
ORD-009059,2024-04-14,CUST-00497,Virginia Cunningham,michaelmitchell@example.net,Corporate,West,California,Lake Nicholas,2020-04-11,PROD-001,Electronics,Laptop,4,918.46,0.0,3673.84,1780.59,1893.25,Gift Card,Store,Completed
ORD-009812,2024-04-14,CUST-01206,Nicole Pham,kathleenbecker@example.net,Consumer,South,Florida,New Seanstad,2021-12-01,PROD-003,Electronics,Wireless Headphones,1,118.23,0.1,106.41,70.54,35.87,Credit Card,Online,Completed
ORD-009820,2024-04-14,CUST-01567,Samantha Parker,george94@example.org,Consumer,Midwest,Minnesota,East Jennifershire,2020-04-26,PROD-010,Beauty,Skin Care Set,1,52.45,0.0,52.45,25.81,26.64,Credit Card,Store,Completed
ORD-001510,2024-04-15,CUST-00135,Dr. Kyle Fields,leahvaldez@example.org,Consumer,Northeast,New Jersey,Barnesfort,2020-06-16,PROD-008,Clothing,Women's Jeans,1,61.39,0.0,61.39,41.23,20.16,Debit Card,Online,Completed
ORD-002488,2024-04-15,CUST-00633,Mallory Powell,chavezisabel@example.com,Corporate,Northeast,New York,Youngfurt,2020-10-28,PROD-009,Clothing,Running Shoes,1,82.04,0.0,82.04,47.3,34.74,PayPal,Online,Completed
ORD-002535,2024-04-15,CUST-00733,Michael Wood,lynntracy@example.com,Corporate,Northeast,Massachusetts,Herringside,2022-08-04,PROD-012,Sports & Outdoors,Yoga Mat,1,27.4,0.15,23.29,15.01,8.28,Credit Card,Online,Completed
ORD-002641,2024-04-15,CUST-02013,Derek Clark,jason76@example.net,Corporate,West,Washington,Thomasberg,2021-06-14,PROD-008,Clothing,Women's Jeans,1,55.65,0.15,47.3,32.07,15.23,Credit Card,Online,Completed
ORD-003043,2024-04-15,CUST-00632,Beth Preston,eileenhudson@example.com,Consumer,Midwest,Michigan,Biancastad,2022-06-13,PROD-008,Clothing,Women's Jeans,2,59.55,0.05,113.14,75.29,37.85,PayPal,Store,Completed
ORD-004459,2024-04-15,CUST-00022,Justin Yang,daviddecker@example.com,Home Office,West,California,Christophershire,2022-03-13,PROD-001,Electronics,Laptop,1,810.24,0.1,729.22,550.9,178.32,PayPal,Online,Completed
ORD-004801,2024-04-15,CUST-01436,Tiffany Jimenez,whitesean@example.net,Consumer,West,Washington,Smithshire,2020-08-25,PROD-004,Home & Kitchen,Coffee Maker,1,90.34,0.0,90.34,60.73,29.61,Credit Card,Online,Completed
ORD-005281,2024-04-15,CUST-00791,Miguel Hernandez,davidgonzales@example.com,Corporate,Midwest,Illinois,Lake Nancy,2022-03-25,PROD-012,Sports & Outdoors,Yoga Mat,4,30.54,0.15,103.84,72.4,31.44,Debit Card,Store,Completed
ORD-006491,2024-04-15,CUST-01480,Vincent Jackson,wrightbrandon@example.net,Consumer,Midwest,Illinois,Donnamouth,2020-11-01,PROD-002,Electronics,Smartphone,2,639.13,0.0,1278.26,693.25,585.01,Debit Card,Online,Completed
ORD-008884,2024-04-15,CUST-00435,Carrie Hardy,danielle39@example.net,Corporate,Midwest,Michigan,Isaacfort,2021-02-27,PROD-001,Electronics,Laptop,1,815.57,0.0,815.57,580.9,234.67,Debit Card,Online,Completed
ORD-008935,2024-04-15,CUST-02357,Paige Meyer,swong@example.org,Consumer,Midwest,Illinois,Port Jessica,2020-09-15,PROD-009,Clothing,Running Shoes,1,86.36,0.0,86.36,44.78,41.58,Gift Card,Online,Completed
ORD-009178,2024-04-15,CUST-02472,Brendan Richardson,tracymcclure@example.com,Consumer,South,Texas,Annachester,2020-05-27,PROD-005,Home & Kitchen,Air Fryer,5,119.32,0.0,596.6,297.57,299.03,Credit Card,Online,Completed
ORD-009272,2024-04-15,CUST-01071,Zachary Nichols,shelbysherman@example.net,Home Office,Midwest,Michigan,Port Stephen,2021-11-11,PROD-008,Clothing,Women's Jeans,1,54.59,0.0,54.59,30.03,24.56,Credit Card,Online,Completed
ORD-009331,2024-04-15,CUST-00515,Thomas Ayala,fsparks@example.org,Corporate,Midwest,Minnesota,New Lindsey,2022-07-21,PROD-007,Clothing,Men's T-Shirt,3,24.73,0.15,63.06,44.02,19.04,Credit Card,Online,Completed
ORD-000968,2024-04-16,CUST-01364,Aaron Kane,mckaybrett@example.org,Corporate,West,Washington,East Christopher,2022-06-18,PROD-001,Electronics,Laptop,1,888.55,0.2,710.84,534.16,176.68,Credit Card,Store,Completed
ORD-001418,2024-04-16,CUST-00142,Teresa Johnson,fischeralisha@example.net,Home Office,Northeast,Pennsylvania,Moodyton,2022-04-26,PROD-005,Home & Kitchen,Air Fryer,4,115.96,0.0,463.84,244.92,218.92,Debit Card,Store,Completed
ORD-002416,2024-04-16,CUST-01992,James Woods,williskatherine@example.com,Consumer,Midwest,Minnesota,East Lisa,2021-01-16,PROD-001,Electronics,Laptop,4,863.65,0.0,3454.6,2458.56,996.04,Debit Card,Store,Completed
ORD-004212,2024-04-16,CUST-00951,Michael Fowler,sean43@example.org,Home Office,Northeast,Massachusetts,West Jonathanville,2022-08-11,PROD-003,Electronics,Wireless Headphones,1,122.24,0.15,103.9,67.22,36.68,Credit Card,Store,Completed
ORD-004964,2024-04-16,CUST-01509,Stanley Wiley,andre82@example.org,Consumer,Midwest,Michigan,North Brittney,2022-11-13,PROD-002,Electronics,Smartphone,2,679.05,0.15,1154.38,889.03,265.35,Credit Card,Online,Completed
ORD-006079,2024-04-16,CUST-01578,Jay Mcneil,oharris@example.org,Consumer,Midwest,Michigan,Luisland,2020-04-05,PROD-001,Electronics,Laptop,2,901.91,0.15,1533.25,1001.47,531.78,PayPal,Online,Completed
ORD-007801,2024-04-16,CUST-00646,Jamie Cantu,tinaallen@example.com,Consumer,Northeast,Massachusetts,Port Kimberly,2020-01-08,PROD-002,Electronics,Smartphone,2,725.79,0.0,1451.58,700.35,751.23,Debit Card,Online,Completed
ORD-008138,2024-04-16,CUST-01090,Todd Hudson,harveyrobert@example.net,Consumer,Midwest,Michigan,Sarahborough,2021-12-17,PROD-001,Electronics,Laptop,1,867.55,0.0,867.55,609.57,257.98,Gift Card,Online,Completed
ORD-009026,2024-04-16,CUST-01251,Michelle Valenzuela,hjackson@example.org,Corporate,Northeast,New Jersey,West Michaelmouth,2020-03-27,PROD-005,Home & Kitchen,Air Fryer,1,116.13,0.0,116.13,64.67,51.46,Credit Card,Online,Completed
ORD-009253,2024-04-16,CUST-01878,Timothy Nguyen,johnsonsamantha@example.com,Consumer,West,California,Lake David,2020-05-29,PROD-007,Clothing,Men's T-Shirt,2,23.85,0.0,47.7,31.12,16.58,PayPal,Online,Completed
ORD-009322,2024-04-16,CUST-01701,Ronald Combs,imiller@example.net,Consumer,Northeast,Massachusetts,Richardton,2022-03-26,PROD-002,Electronics,Smartphone,3,660.57,0.05,1882.62,1344.52,538.1,Credit Card,Online,Completed
ORD-009343,2024-04-16,CUST-01353,Amanda Huff,vlopez@example.com,Consumer,Midwest,Michigan,North Kennethville,2022-06-12,PROD-009,Clothing,Running Shoes,1,86.7,0.05,82.36,45.46,36.9,Debit Card,Online,Completed
ORD-009419,2024-04-16,CUST-02015,Richard Franklin,ssoto@example.net,Home Office,Midwest,Minnesota,Christopherbury,2020-07-28,PROD-005,Home & Kitchen,Air Fryer,1,111.56,0.0,111.56,65.27,46.29,Credit Card,Store,Completed
ORD-009785,2024-04-16,CUST-01938,Manuel Wilson,heidi21@example.com,Home Office,Northeast,New Jersey,Lake Darrellchester,2021-10-23,PROD-005,Home & Kitchen,Air Fryer,3,125.31,0.1,338.34,239.18,99.16,Credit Card,Online,Completed
ORD-000790,2024-04-17,CUST-00267,Jeff Owens,nuneztracey@example.org,Consumer,South,Texas,South Jessicaville,2021-11-07,PROD-006,Home & Kitchen,Desk Lamp,1,40.06,0.1,36.05,26.49,9.56,Credit Card,Online,Completed
ORD-000818,2024-04-17,CUST-01804,Jason Herrera,shannonford@example.org,Consumer,Midwest,Ohio,East Lindseyport,2020-05-31,PROD-005,Home & Kitchen,Air Fryer,1,122.98,0.0,122.98,71.39,51.59,Credit Card,Online,Completed
ORD-002016,2024-04-17,CUST-00543,Nathaniel Baldwin,gibsonkaitlyn@example.org,Consumer,South,Georgia,Johnsonport,2021-07-08,PROD-005,Home & Kitchen,Air Fryer,1,118.43,0.1,106.59,70.47,36.12,Credit Card,Online,Completed
ORD-002390,2024-04-17,CUST-00180,Matthew Bush,devonrogers@example.net,Consumer,South,Florida,Lake Timothyshire,2021-07-03,PROD-001,Electronics,Laptop,1,866.1,0.0,866.1,478.84,387.26,PayPal,Online,Completed
ORD-003095,2024-04-17,CUST-02018,Justin Brown,ashleyhernandez@example.com,Consumer,South,North Carolina,Wilsonborough,2021-04-01,PROD-004,Home & Kitchen,Coffee Maker,3,88.38,0.1,238.63,148.54,90.09,Credit Card,Store,Completed
ORD-003945,2024-04-17,CUST-00972,Christine White,leslie32@example.com,Consumer,West,California,Millermouth,2022-01-10,PROD-001,Electronics,Laptop,1,893.71,0.05,849.02,467.68,381.34,Credit Card,Online,Completed
ORD-006956,2024-04-17,CUST-00148,Samantha Walker,iford@example.net,Consumer,Northeast,New York,Rossmouth,2022-03-06,PROD-004,Home & Kitchen,Coffee Maker,1,87.66,0.0,87.66,44.88,42.78,Credit Card,Store,Completed
ORD-007806,2024-04-17,CUST-00247,Tracey Suarez,michaelbaldwin@example.com,Consumer,Midwest,Michigan,Lake Tammyton,2021-04-06,PROD-007,Clothing,Men's T-Shirt,1,23.76,0.1,21.38,12.77,8.61,PayPal,Store,Completed
ORD-008325,2024-04-17,CUST-00414,Laura Gonzalez MD,oshelton@example.org,Consumer,Midwest,Illinois,South Lisa,2021-03-10,PROD-010,Beauty,Skin Care Set,4,46.87,0.0,187.48,122.67,64.81,Debit Card,Online,Completed
ORD-008837,2024-04-17,CUST-01830,Michael Harris,raylauren@example.net,Home Office,West,Oregon,West Mark,2021-02-08,PROD-007,Clothing,Men's T-Shirt,1,23.83,0.05,22.64,16.0,6.64,Credit Card,Store,Completed
ORD-000233,2024-04-18,CUST-01123,David Davenport,irhodes@example.com,Consumer,Northeast,Massachusetts,Camposberg,2020-12-14,PROD-012,Sports & Outdoors,Yoga Mat,1,31.47,0.0,31.47,15.26,16.21,Credit Card,Online,Completed
ORD-001652,2024-04-18,CUST-02112,Patricia Vincent,rrodriguez@example.net,Home Office,Midwest,Minnesota,East Tiffanybury,2022-04-23,PROD-002,Electronics,Smartphone,1,677.43,0.0,677.43,385.9,291.53,PayPal,Online,Completed
ORD-002444,2024-04-18,CUST-01180,James Russell,mcleanjay@example.net,Consumer,South,North Carolina,Stokesville,2022-11-05,PROD-005,Home & Kitchen,Air Fryer,1,122.89,0.05,116.75,72.46,44.29,Credit Card,Store,Completed
ORD-002479,2024-04-18,CUST-00687,Amy Hughes,krodriguez@example.com,Consumer,Midwest,Illinois,Christopherville,2021-01-29,PROD-003,Electronics,Wireless Headphones,3,135.5,0.0,406.5,264.47,142.03,Credit Card,Online,Completed
ORD-002762,2024-04-18,CUST-02399,Nathan Stanley,mrandolph@example.net,Corporate,Midwest,Illinois,North Kelly,2021-05-17,PROD-011,Beauty,Electric Toothbrush,2,63.82,0.1,114.88,86.45,28.43,Debit Card,Online,Completed
ORD-003548,2024-04-18,CUST-00307,Rodney Watson,aguilarjonathan@example.org,Consumer,South,North Carolina,North Jamesmouth,2022-10-02,PROD-013,Sports & Outdoors,Water Bottle,1,20.78,0.0,20.78,11.14,9.64,Debit Card,Store,Completed
ORD-004140,2024-04-18,CUST-00144,Daniel Brown,wkoch@example.com,Home Office,South,Texas,North Edward,2022-05-03,PROD-009,Clothing,Running Shoes,1,77.05,0.0,77.05,47.66,29.39,Debit Card,Online,Completed
ORD-004749,2024-04-18,CUST-00080,Sabrina Pearson,tammymerritt@example.org,Consumer,Northeast,New York,North Angela,2021-11-21,PROD-010,Beauty,Skin Care Set,1,51.38,0.05,48.81,36.01,12.8,Debit Card,Store,Completed
ORD-004818,2024-04-18,CUST-01929,Alicia Thomas,stephanie27@example.net,Consumer,West,Oregon,Christopherchester,2020-10-06,PROD-005,Home & Kitchen,Air Fryer,1,124.59,0.2,99.67,75.7,23.97,Debit Card,Store,Completed
ORD-005198,2024-04-18,CUST-00634,Michael Thompson,rgross@example.org,Consumer,West,Washington,North Caitlinbury,2022-03-25,PROD-003,Electronics,Wireless Headphones,4,128.12,0.0,512.48,332.74,179.74,Credit Card,Online,Completed
ORD-005263,2024-04-18,CUST-00511,Matthew Watkins,meltondanny@example.org,Corporate,South,Texas,New Markmouth,2021-01-18,PROD-001,Electronics,Laptop,1,879.46,0.15,747.54,438.75,308.79,Credit Card,Online,Completed
ORD-005460,2024-04-18,CUST-01243,Jacqueline Torres,peter58@example.com,Consumer,Midwest,Illinois,Hansonshire,2022-03-06,PROD-001,Electronics,Laptop,2,829.71,0.05,1576.45,1177.27,399.18,Credit Card,Online,Completed
ORD-006361,2024-04-18,CUST-02484,Christopher Wright,barbara34@example.com,Consumer,Northeast,New York,West Raymondburgh,2022-10-22,PROD-003,Electronics,Wireless Headphones,3,122.44,0.2,293.86,254.55,39.31,PayPal,Store,Completed
ORD-007430,2024-04-18,CUST-00070,Anthony Morse,gabrielle36@example.org,Consumer,West,Washington,Lake Marymouth,2022-03-24,PROD-011,Beauty,Electric Toothbrush,2,65.94,0.0,131.88,81.93,49.95,Debit Card,Store,Completed
ORD-008271,2024-04-18,CUST-01674,Rhonda Rodriguez,jamesbrown@example.org,Corporate,West,Washington,Port Deanna,2021-08-28,PROD-004,Home & Kitchen,Coffee Maker,1,81.42,0.05,77.35,52.82,24.53,Credit Card,Online,Completed
ORD-008298,2024-04-18,CUST-01778,Jonathan Young,tgallegos@example.org,Corporate,West,Oregon,Gregorystad,2020-10-29,PROD-002,Electronics,Smartphone,2,638.27,0.0,1276.54,903.74,372.8,PayPal,Online,Completed
ORD-009154,2024-04-18,CUST-01012,Herbert Fletcher,hellis@example.net,Consumer,South,Florida,North Michael,2022-10-10,PROD-012,Sports & Outdoors,Yoga Mat,1,30.2,0.15,25.67,15.34,10.33,Credit Card,Store,Completed
ORD-009886,2024-04-18,CUST-01249,Jonathon Alexander,bobby30@example.net,Consumer,West,Oregon,Theresatown,2022-06-11,PROD-010,Beauty,Skin Care Set,4,52.04,0.0,208.16,121.41,86.75,Credit Card,Store,Completed
ORD-000060,2024-04-19,CUST-00781,Matthew Smith,gshort@example.com,Consumer,Northeast,New York,Cynthiamouth,2020-08-04,PROD-001,Electronics,Laptop,1,938.73,0.15,797.92,472.13,325.79,Gift Card,Store,Completed
ORD-001893,2024-04-19,CUST-00721,Harry Marshall,ynguyen@example.com,Consumer,West,Washington,Meltonmouth,2020-09-01,PROD-005,Home & Kitchen,Air Fryer,1,119.98,0.05,113.98,65.11,48.87,Debit Card,Store,Completed
ORD-002301,2024-04-19,CUST-00364,Rodney Young,oconnorjames@example.org,Consumer,West,Nevada,East Kenneth,2022-05-13,PROD-011,Beauty,Electric Toothbrush,4,65.81,0.1,236.92,163.83,73.09,PayPal,Online,Completed
ORD-003077,2024-04-19,CUST-02303,Rachel Boyd,rsharp@example.com,Corporate,South,Florida,South Danielville,2020-08-13,PROD-003,Electronics,Wireless Headphones,1,122.11,0.0,122.11,72.88,49.23,Debit Card,Online,Completed
ORD-004806,2024-04-19,CUST-00226,Rebecca Brooks,jason27@example.org,Consumer,Midwest,Minnesota,Evanschester,2022-08-05,PROD-008,Clothing,Women's Jeans,1,55.07,0.0,55.07,31.79,23.28,Credit Card,Store,Completed
ORD-004854,2024-04-19,CUST-01766,Andrea Barry,alyssa46@example.com,Home Office,Midwest,Minnesota,Port Gail,2021-01-29,PROD-001,Electronics,Laptop,1,869.92,0.2,695.94,448.51,247.43,Gift Card,Store,Completed
ORD-005303,2024-04-19,CUST-02158,Jennifer Porter,staciereilly@example.org,Consumer,Northeast,New Jersey,Lake Amyhaven,2020-07-27,PROD-008,Clothing,Women's Jeans,2,54.06,0.15,91.9,74.01,17.89,Credit Card,Online,Completed
ORD-005758,2024-04-19,CUST-00650,James Gilbert,joseph49@example.org,Consumer,Northeast,Massachusetts,West Ashleymouth,2022-04-28,PROD-005,Home & Kitchen,Air Fryer,1,113.95,0.05,108.25,70.28,37.97,Debit Card,Store,Completed
ORD-006751,2024-04-19,CUST-00858,Katherine Herrera,patrickcarpenter@example.com,Consumer,South,Texas,Lake Christopher,2020-09-29,PROD-001,Electronics,Laptop,3,841.55,0.0,2524.65,1766.52,758.13,Debit Card,Online,Completed
ORD-009592,2024-04-19,CUST-02408,Christina Mason,maryflores@example.net,Consumer,West,Washington,Hortonview,2021-08-28,PROD-001,Electronics,Laptop,1,907.44,0.1,816.7,441.79,374.91,PayPal,Store,Completed
ORD-009859,2024-04-19,CUST-00384,Colton Figueroa,srocha@example.net,Consumer,Midwest,Minnesota,South Rose,2020-07-30,PROD-005,Home & Kitchen,Air Fryer,3,109.7,0.05,312.64,169.25,143.39,Credit Card,Store,Completed
ORD-000210,2024-04-20,CUST-01910,Molly Rodriguez,bmendez@example.org,Consumer,Northeast,Pennsylvania,North Craig,2022-01-26,PROD-005,Home & Kitchen,Air Fryer,1,109.05,0.05,103.6,77.08,26.52,Debit Card,Online,Completed
ORD-000402,2024-04-20,CUST-00150,Amy Manning,christinenorman@example.com,Consumer,Midwest,Illinois,Lake Janet,2021-01-18,PROD-011,Beauty,Electric Toothbrush,2,66.39,0.1,119.5,85.25,34.25,Credit Card,Online,Completed
ORD-000671,2024-04-20,CUST-01070,Theresa Lamb,lopeznicole@example.org,Corporate,Northeast,Pennsylvania,South Rachaelport,2020-07-07,PROD-001,Electronics,Laptop,2,900.73,0.05,1711.39,881.84,829.55,Credit Card,Online,Completed
ORD-002230,2024-04-20,CUST-01106,Jessica Hammond,ashaw@example.org,Home Office,Northeast,New York,Port Cassandra,2022-08-06,PROD-007,Clothing,Men's T-Shirt,1,22.81,0.05,21.67,12.71,8.96,PayPal,Online,Completed
ORD-002846,2024-04-20,CUST-01216,Danielle Bryant,janet45@example.com,Consumer,West,Nevada,Reidville,2022-01-28,PROD-006,Home & Kitchen,Desk Lamp,1,36.29,0.05,34.48,18.87,15.61,Credit Card,Online,Completed
ORD-003083,2024-04-20,CUST-00002,Michael James,fletcherkaren@example.com,Corporate,Northeast,Massachusetts,South Amanda,2021-10-31,PROD-007,Clothing,Men's T-Shirt,2,25.87,0.0,51.74,36.19,15.55,Debit Card,Online,Completed
ORD-003420,2024-04-20,CUST-02124,Stephanie Moyer,michael35@example.net,Consumer,South,Georgia,Dwaynestad,2021-11-14,PROD-009,Clothing,Running Shoes,1,88.71,0.05,84.27,61.25,23.02,Debit Card,Store,Completed
ORD-004499,2024-04-20,CUST-00424,Emily Johnson,prestoncory@example.org,Consumer,Midwest,Minnesota,South Kimberlyfurt,2021-03-22,PROD-009,Clothing,Running Shoes,1,88.55,0.05,84.12,49.69,34.43,Debit Card,Online,Completed
ORD-004711,2024-04-20,CUST-00931,Emily Martinez,brandimiller@example.org,Consumer,West,Oregon,Larryside,2021-04-26,PROD-009,Clothing,Running Shoes,1,78.74,0.05,74.8,38.54,36.26,Credit Card,Store,Completed
ORD-006741,2024-04-20,CUST-02140,Jeffery Nunez,nashmarcus@example.com,Home Office,Northeast,Massachusetts,Davidhaven,2021-02-02,PROD-006,Home & Kitchen,Desk Lamp,1,37.69,0.05,35.81,20.68,15.13,Debit Card,Store,Completed
ORD-006942,2024-04-20,CUST-00642,Matthew Mitchell,jmorgan@example.org,Corporate,Northeast,Massachusetts,North Donaldborough,2022-01-22,PROD-005,Home & Kitchen,Air Fryer,1,108.17,0.05,102.76,66.7,36.06,Credit Card,Online,Completed
ORD-007747,2024-04-20,CUST-02000,Adrian Beck,qmonroe@example.org,Consumer,West,Nevada,East Mandyhaven,2022-05-24,PROD-005,Home & Kitchen,Air Fryer,2,120.33,0.15,204.56,142.94,61.62,Credit Card,Online,Completed
ORD-008015,2024-04-20,CUST-00336,Lindsey Jordan,norrismichael@example.org,Consumer,Northeast,New Jersey,Smithland,2022-11-19,PROD-001,Electronics,Laptop,1,940.38,0.15,799.32,529.41,269.91,PayPal,Online,Completed
ORD-008475,2024-04-20,CUST-01498,Tamara Graves,williamspatricia@example.com,Consumer,Northeast,Pennsylvania,North Wendyland,2020-05-23,PROD-002,Electronics,Smartphone,1,637.27,0.15,541.68,390.16,151.52,Credit Card,Store,Completed
ORD-008739,2024-04-20,CUST-01797,Caroline Gordon,derek41@example.net,Home Office,Northeast,New York,Lake Thomasport,2021-07-09,PROD-008,Clothing,Women's Jeans,1,59.4,0.1,53.46,33.1,20.36,Debit Card,Online,Completed
ORD-009300,2024-04-20,CUST-01163,Shelly Davila,renee05@example.org,Consumer,South,North Carolina,West Joyce,2022-02-02,PROD-001,Electronics,Laptop,1,854.53,0.2,683.62,510.33,173.29,PayPal,Store,Completed
ORD-009505,2024-04-20,CUST-01797,Caroline Gordon,derek41@example.net,Home Office,Northeast,New York,Lake Thomasport,2021-07-09,PROD-006,Home & Kitchen,Desk Lamp,2,41.06,0.0,82.12,47.12,35.0,Credit Card,Online,Completed
ORD-000165,2024-04-21,CUST-00366,William Day,howens@example.com,Consumer,Midwest,Ohio,Port Kimberly,2020-03-11,PROD-005,Home & Kitchen,Air Fryer,1,125.05,0.05,118.8,83.53,35.27,PayPal,Online,Completed
ORD-001056,2024-04-21,CUST-00614,Gail Shelton,robertstimothy@example.com,Consumer,South,Florida,North Joann,2022-11-29,PROD-007,Clothing,Men's T-Shirt,1,25.32,0.05,24.05,15.25,8.8,Credit Card,Online,Completed
ORD-001339,2024-04-21,CUST-00650,James Gilbert,joseph49@example.org,Consumer,Northeast,Massachusetts,West Ashleymouth,2022-04-28,PROD-010,Beauty,Skin Care Set,2,46.23,0.05,87.84,57.11,30.73,Debit Card,Online,Completed
ORD-001828,2024-04-21,CUST-02467,Daniel Ray,foxrodney@example.net,Consumer,Northeast,Massachusetts,New Michaelburgh,2020-12-19,PROD-004,Home & Kitchen,Coffee Maker,1,89.26,0.1,80.33,45.53,34.8,Credit Card,Online,Completed
ORD-001844,2024-04-21,CUST-00384,Colton Figueroa,srocha@example.net,Consumer,Midwest,Minnesota,South Rose,2020-07-30,PROD-011,Beauty,Electric Toothbrush,1,66.34,0.05,63.02,40.52,22.5,PayPal,Online,Completed
ORD-002926,2024-04-21,CUST-00405,Charles Ferguson,mmoore@example.com,Consumer,West,Washington,New Jimchester,2022-10-14,PROD-006,Home & Kitchen,Desk Lamp,2,41.06,0.1,73.91,43.72,30.19,Credit Card,Online,Completed
ORD-003100,2024-04-21,CUST-00225,Jacob Roberts,hernandezjustin@example.org,Consumer,Northeast,Pennsylvania,Lake Amanda,2020-08-10,PROD-001,Electronics,Laptop,1,895.4,0.1,805.86,479.93,325.93,Credit Card,Online,Completed
ORD-003586,2024-04-21,CUST-01890,Carl Gill,charlesbrooks@example.org,Corporate,Northeast,Pennsylvania,Port Christopher,2020-04-30,PROD-009,Clothing,Running Shoes,1,85.34,0.05,81.07,59.12,21.95,Debit Card,Online,Completed
ORD-003841,2024-04-21,CUST-00287,John Lopez,kristy11@example.com,Consumer,West,Washington,Johnton,2020-07-27,PROD-007,Clothing,Men's T-Shirt,1,25.38,0.2,20.3,12.98,7.32,Credit Card,Store,Completed
ORD-005645,2024-04-21,CUST-00922,Jeremy Scott,ilewis@example.com,Consumer,West,Oregon,Derrickshire,2021-05-29,PROD-007,Clothing,Men's T-Shirt,1,24.8,0.15,21.08,12.06,9.02,Credit Card,Online,Completed
ORD-006069,2024-04-21,CUST-01340,Timothy West,rose00@example.org,Home Office,Midwest,Illinois,Lake Michaelfurt,2020-08-07,PROD-002,Electronics,Smartphone,1,696.63,0.0,696.63,440.08,256.55,Debit Card,Online,Completed
ORD-006468,2024-04-21,CUST-00241,Martin Boyer,vtapia@example.net,Corporate,Midwest,Michigan,West Joseph,2022-08-08,PROD-008,Clothing,Women's Jeans,2,54.46,0.0,108.92,63.88,45.04,Gift Card,Online,Completed
ORD-006572,2024-04-21,CUST-01804,Jason Herrera,shannonford@example.org,Consumer,Midwest,Ohio,East Lindseyport,2020-05-31,PROD-005,Home & Kitchen,Air Fryer,1,110.77,0.0,110.77,64.83,45.94,Credit Card,Online,Completed
ORD-009286,2024-04-21,CUST-01044,Angela Livingston,fbradley@example.net,Corporate,Northeast,New York,Davisport,2021-03-09,PROD-001,Electronics,Laptop,1,918.62,0.0,918.62,587.4,331.22,Debit Card,Store,Completed
ORD-009755,2024-04-21,CUST-01450,Kara Brown,fwarren@example.org,Home Office,Midwest,Michigan,Christineland,2020-02-09,PROD-006,Home & Kitchen,Desk Lamp,2,38.84,0.0,77.68,37.86,39.82,Credit Card,Online,Completed
ORD-009814,2024-04-21,CUST-01972,Tyler Anderson,lloydmiranda@example.org,Consumer,South,Florida,North Mario,2021-03-13,PROD-001,Electronics,Laptop,1,920.79,0.0,920.79,487.71,433.08,PayPal,Online,Completed
